Id,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Score
202,16,6,a,b,0,2,16,e,b,2,e,a,1,82,m,8,g,1,10,b,5,a,3,b,b,11,f,a,b,10,18,b,4
203,17,10,a,a,0,0,0,c,b,20,d,b,1,41,p,19,i,1,9,a,4,a,3,b,a,21,f,a,b,10,9,b,1
204,17,6,a,a,0,4,15,a,b,14,d,a,1,94,n,9,g,1,7,a,3,a,1,b,a,12,f,a,b,5,18,a,1
205,4,1,c,a,0,1,1,e,b,21,c,b,1,45,b,14,a,0,0,a,6,a,3,b,a,11,b,f,b,5,18,b,1
206,6,1,a,a,0,4,4,e,b,15,c,a,1,26,b,8,a,1,0,a,0,b,1,b,a,7,b,a,b,5,9,b,1
207,6,6,a,a,0,3,7,e,b,13,d,f,1,81,k,24,i,2,1,a,6,a,1,b,a,4,f,a,b,15,15,b,9
208,16,1,a,a,0,0,15,a,b,10,c,a,0,51,b,8,b,0,1,b,4,b,1,b,a,6,b,a,b,5,18,a,6
209,0,1,a,a,0,0,16,e,b,18,d,f,1,33,m,7,i,1,0,b,5,a,3,b,a,11,f,a,b,10,15,b,1
210,21,0,a,a,0,3,12,e,b,17,c,f,1,99,e,20,c,1,7,b,4,b,1,b,a,21,j,a,b,10,6,b,5
211,20,5,b,a,0,3,6,a,b,16,a,f,1,85,i,11,b,1,0,b,5,a,1,b,a,4,b,a,b,15,15,a,1
212,13,1,b,a,0,5,6,a,b,9,c,f,1,64,b,6,a,3,0,b,6,a,3,d,a,5,b,a,b,10,15,a,2
213,4,10,a,a,0,2,3,c,b,24,d,f,2,90,r,5,i,2,11,b,3,a,3,b,a,19,f,a,b,5,15,b,4
214,2,6,a,a,0,0,18,d,b,12,c,f,0,26,d,15,c,0,10,a,2,b,3,b,a,19,j,a,b,10,6,a,4
215,6,1,a,a,0,4,14,a,b,15,d,f,1,42,k,12,i,2,4,a,2,a,1,b,a,12,f,a,b,5,15,a,2
216,23,10,a,a,0,0,9,e,c,3,d,f,2,32,r,23,i,2,5,a,2,b,1,b,a,12,f,a,b,10,15,b,7
217,16,6,c,b,0,4,13,e,b,7,c,a,1,48,i,21,f,3,3,b,5,a,1,b,b,8,b,a,b,5,15,b,1
218,8,1,a,a,0,5,2,e,b,0,d,f,1,46,r,8,i,1,3,b,6,b,1,b,a,12,h,a,b,5,6,b,6
219,17,10,a,a,0,0,10,e,b,14,c,f,1,44,i,20,a,1,7,a,5,a,1,b,a,10,j,a,b,5,6,a,4
220,15,0,b,a,0,2,5,e,b,16,d,a,1,59,r,11,f,2,0,b,0,a,3,b,a,1,f,a,b,15,18,b,1
221,8,1,a,a,0,5,17,e,b,9,a,f,0,97,b,10,a,0,6,b,5,a,1,b,a,12,b,a,c,0,9,b,1
222,0,1,c,a,0,0,4,e,b,8,c,b,1,27,b,8,a,1,0,b,2,a,3,c,a,16,b,f,b,5,18,b,4
223,10,1,a,b,0,6,13,e,b,7,c,f,1,91,b,8,b,3,5,a,0,a,3,b,b,6,b,a,b,5,9,b,1
224,17,6,c,a,0,3,18,e,b,3,d,f,0,28,r,12,i,0,0,a,4,a,3,b,a,12,f,a,b,5,15,b,1
225,17,10,a,b,0,3,9,d,b,0,d,f,1,95,r,15,i,1,3,a,3,a,1,b,b,7,f,a,b,15,12,b,4
226,9,1,b,a,0,4,10,e,b,16,c,f,0,86,d,27,c,0,0,b,5,a,1,b,a,15,j,a,b,10,0,b,1
227,18,5,b,a,0,1,17,c,b,6,c,a,1,43,i,9,c,4,0,a,3,a,1,b,a,5,a,a,b,5,15,a,2
228,19,10,a,a,0,1,6,a,b,13,d,f,1,83,m,13,i,1,1,a,5,a,1,b,a,4,f,a,b,15,3,a,5
229,4,5,a,b,0,3,1,e,b,0,a,b,1,83,a,10,b,1,3,b,6,b,1,b,b,4,b,f,b,5,9,b,1
230,14,10,b,a,0,2,6,e,b,10,c,a,0,69,b,8,a,0,0,b,3,a,3,b,a,4,b,a,b,10,3,b,4
231,6,10,a,a,0,4,7,e,b,20,d,f,1,90,n,12,i,2,5,a,3,a,1,b,a,11,f,a,b,0,9,b,5
232,18,1,a,b,0,1,6,c,b,16,d,a,0,74,r,6,g,2,6,a,3,b,1,b,b,16,f,a,d,5,18,b,4
233,9,0,b,a,0,6,11,a,b,0,d,f,1,26,k,11,f,1,0,b,2,a,1,b,a,7,f,a,d,15,9,a,1
234,9,1,a,a,0,3,17,a,d,0,c,f,0,75,i,5,a,0,2,a,4,a,1,b,a,5,b,a,b,15,0,a,4
235,17,6,a,a,0,4,7,a,b,20,d,c,1,82,k,11,i,1,0,a,0,a,1,b,a,3,g,a,b,15,15,a,11
236,0,6,a,a,0,0,1,e,b,9,d,b,1,24,q,9,i,1,0,b,5,a,2,c,a,14,f,f,b,5,12,b,4
237,22,0,c,b,0,4,11,e,b,15,c,a,1,76,d,15,c,1,0,a,5,a,1,b,b,18,j,a,b,5,18,b,4
238,16,6,a,b,0,2,5,e,b,0,d,a,1,84,r,9,g,1,2,a,4,a,1,b,b,12,g,a,b,5,15,b,2
239,17,6,c,b,0,0,14,e,b,0,c,f,0,79,i,13,c,0,0,a,2,b,1,b,b,16,b,a,b,15,18,b,3
240,4,1,a,b,1,2,13,a,d,15,e,f,1,75,k,10,i,2,2,b,3,b,1,b,b,12,f,a,b,15,15,a,2
241,21,6,a,b,0,3,17,a,b,4,a,g,1,74,i,16,c,1,2,a,2,a,1,b,b,5,b,b,b,15,18,a,1
242,7,10,a,b,0,1,6,e,b,16,c,f,1,43,i,11,a,1,2,b,3,a,1,b,b,14,b,a,b,5,18,b,4
243,0,10,b,a,0,0,10,e,b,16,c,f,1,29,i,10,c,3,0,a,5,a,1,b,a,6,b,a,b,15,6,b,1
244,11,6,a,a,0,2,6,e,b,8,c,a,1,56,b,8,a,1,0,a,1,a,1,b,a,14,a,a,b,15,18,b,4
245,20,1,a,a,0,1,4,e,d,8,d,a,1,89,k,8,g,1,1,b,0,b,3,b,a,7,f,a,b,15,15,b,1
246,16,10,c,a,0,3,8,e,b,16,a,f,1,77,b,12,f,3,0,b,1,b,1,b,a,7,b,a,b,10,12,b,1
247,17,1,c,b,0,1,4,e,b,16,d,a,1,70,r,6,i,1,0,a,0,a,2,b,b,8,h,a,b,10,12,b,2
248,14,1,a,a,1,5,11,e,b,8,c,c,1,46,i,14,c,1,5,b,1,a,1,b,a,17,j,c,b,10,9,b,1
249,11,1,a,a,0,1,15,e,b,22,d,d,3,76,r,13,i,3,8,a,5,a,1,b,a,11,f,a,c,15,18,b,8
250,2,1,b,a,0,1,8,a,b,15,c,f,0,25,d,14,f,0,0,b,6,b,3,b,a,3,b,a,b,5,15,a,4
251,17,6,a,a,0,2,4,e,b,14,d,g,1,74,k,6,g,1,0,a,3,a,1,b,a,21,f,a,b,10,15,a,1
252,17,1,a,a,0,2,14,a,b,0,c,f,1,53,b,15,f,1,1,b,6,b,3,b,a,14,b,a,b,5,18,a,5
253,4,0,b,a,0,0,7,a,b,14,c,f,3,6,b,10,c,3,0,a,6,a,1,b,a,1,b,a,b,15,3,a,19
254,5,10,a,a,0,3,7,a,b,19,c,a,1,79,c,13,c,3,3,a,5,b,1,a,a,8,a,a,b,5,15,a,4
255,4,0,a,a,0,1,13,c,b,24,c,b,1,51,a,24,f,1,3,a,2,a,2,b,a,13,j,a,b,10,9,b,1
256,6,10,a,a,0,1,10,c,b,3,c,h,2,74,d,30,f,2,10,a,2,b,1,b,a,14,j,a,b,5,9,b,2
257,16,6,b,a,0,3,18,a,b,10,c,a,1,57,d,8,a,3,0,b,6,a,1,b,a,4,b,a,b,5,18,a,4
258,6,6,a,b,0,4,2,c,b,19,d,f,1,25,k,14,i,2,1,a,5,b,1,b,b,9,f,a,b,5,12,b,5
259,3,1,a,a,0,2,16,a,b,12,a,f,0,57,i,10,b,0,2,a,0,a,3,b,a,3,j,a,b,5,15,a,1
260,16,1,b,a,0,0,5,e,b,0,c,a,0,43,b,8,a,2,0,a,0,b,3,b,a,11,b,a,b,10,15,a,1
261,17,1,a,a,0,4,3,e,b,11,d,a,1,66,r,9,g,1,0,b,1,a,1,b,a,9,f,a,b,5,9,b,16
262,12,0,a,b,0,4,11,d,d,9,c,c,1,74,i,14,c,1,3,a,0,a,1,b,b,9,j,b,b,5,18,b,1
263,8,1,c,b,0,5,12,e,b,4,c,f,0,84,i,8,a,2,0,a,6,a,1,d,b,9,b,a,b,5,9,b,2
264,6,6,a,a,0,4,14,a,b,15,c,f,1,66,b,8,f,4,4,b,4,a,1,b,a,9,a,a,b,15,15,a,4
265,17,1,b,a,0,2,18,c,b,0,d,h,0,35,r,15,f,0,0,b,4,b,3,b,a,10,f,a,b,10,9,a,15
266,15,5,b,a,0,3,0,e,b,20,d,b,1,25,k,13,f,2,3,a,2,a,2,b,a,14,h,a,b,10,3,a,1
267,0,6,a,a,0,0,6,a,b,17,d,a,1,20,r,7,h,1,1,b,0,a,1,d,a,8,h,a,b,5,18,a,5
268,14,10,b,a,1,3,11,e,b,3,e,f,1,43,r,20,f,1,0,a,5,a,1,b,a,8,h,e,b,5,3,b,1
269,18,6,a,b,0,4,8,e,b,18,c,h,1,86,a,13,c,1,8,a,6,b,1,b,b,13,j,a,b,10,12,b,5
270,15,10,b,b,0,1,15,d,b,0,d,c,1,76,q,8,f,1,0,a,2,a,1,b,b,6,f,a,b,5,3,b,14
271,7,1,a,a,0,2,6,c,b,17,c,a,1,87,b,9,a,3,3,a,5,a,3,b,a,9,a,a,b,5,12,b,7
272,6,6,c,a,0,4,4,e,b,16,c,d,1,38,i,13,a,1,0,b,2,a,1,b,a,8,d,b,b,10,18,b,7
273,15,5,c,a,0,5,1,e,b,23,c,b,0,52,b,11,a,4,2,a,4,a,1,b,a,6,b,f,b,5,15,b,2
274,0,10,b,a,0,0,8,a,b,16,c,a,1,61,b,9,c,2,0,a,5,a,1,b,a,3,b,a,b,15,9,a,7
275,14,10,a,a,0,4,3,d,b,5,c,a,1,66,b,10,b,1,8,b,2,b,1,b,a,14,b,a,b,0,9,b,4
276,7,6,b,a,0,5,8,e,b,8,c,f,3,87,c,11,f,5,1,b,2,a,1,b,a,11,b,a,b,5,6,b,1
277,14,0,a,b,0,4,13,e,b,0,c,h,3,99,a,11,b,3,0,a,2,a,3,b,b,15,b,a,b,15,18,b,1
278,21,10,b,a,0,4,11,e,b,10,c,f,1,53,i,23,c,1,0,b,6,a,1,b,a,5,j,e,b,5,18,b,13
279,19,10,a,a,0,3,6,d,b,16,d,a,1,96,m,11,g,1,9,b,6,a,3,b,a,19,h,a,b,5,15,b,2
280,18,10,a,a,0,2,12,a,b,16,c,f,1,26,i,11,a,1,3,a,6,b,1,b,a,9,b,a,b,0,18,a,2
281,11,10,a,b,0,0,5,e,b,24,d,a,1,73,k,7,i,1,0,b,2,a,1,b,b,4,g,a,b,10,15,b,11
282,14,5,d,a,0,7,0,e,b,20,c,b,0,22,b,19,a,1,3,a,3,a,2,b,a,6,e,a,b,15,18,a,1
283,16,1,a,a,0,1,7,c,b,16,c,f,0,78,b,8,b,0,6,a,5,a,1,b,a,12,j,a,b,5,3,b,1
284,12,1,a,a,0,4,10,e,b,11,d,h,0,34,j,13,g,0,0,b,5,a,1,b,a,5,f,a,b,5,18,b,1
285,14,10,a,a,0,0,6,e,b,11,d,a,1,3,j,6,g,1,10,a,2,a,3,b,a,12,f,a,b,15,9,b,3
286,14,10,a,a,0,4,5,e,b,17,c,a,0,99,b,8,a,0,10,b,5,a,2,b,a,20,b,a,b,5,12,b,1
287,5,1,c,b,0,1,11,e,b,10,c,c,1,51,i,19,c,1,0,b,3,a,1,b,b,7,b,e,b,15,15,b,1
288,18,5,a,a,0,1,4,e,d,15,d,f,1,40,k,7,i,1,4,b,5,a,3,b,a,17,h,a,b,10,3,b,4
289,15,5,a,a,0,1,6,e,b,0,d,a,1,45,n,8,g,1,10,a,1,b,3,b,a,13,f,a,b,10,18,b,1
290,18,1,a,a,0,0,14,e,b,17,c,f,2,31,a,10,c,3,2,a,3,a,1,b,a,4,b,a,b,10,12,b,7
291,5,6,b,a,0,3,18,a,b,3,e,f,0,25,r,16,f,0,0,a,3,b,1,b,a,3,h,a,b,5,6,a,13
292,11,0,c,a,0,2,6,e,b,15,d,a,0,93,r,9,i,0,0,b,2,a,3,b,a,15,g,a,b,15,6,b,1
293,6,1,a,b,0,0,8,e,b,17,d,f,1,57,j,14,i,1,0,b,2,b,1,b,b,12,f,a,b,15,12,b,10
294,0,1,e,a,0,0,17,e,b,0,c,f,1,29,i,9,f,2,0,b,0,b,1,b,a,3,j,b,b,10,12,b,2
295,14,1,a,a,0,1,6,c,b,4,a,a,2,65,i,9,a,3,5,a,3,a,3,b,a,11,j,a,b,15,18,b,1
296,9,1,a,a,0,1,16,d,b,2,c,f,1,82,g,7,a,1,2,b,1,a,1,b,a,6,b,a,b,0,12,b,1
297,17,6,a,a,0,3,11,e,b,0,c,a,0,39,b,15,c,2,0,b,6,b,3,b,a,6,j,a,b,10,15,b,2
298,0,5,b,a,0,0,7,b,b,15,d,f,0,13,r,15,f,6,0,b,5,b,1,c,a,4,f,a,b,15,0,a,1
299,6,1,a,a,0,4,5,e,b,0,c,a,1,75,b,7,a,1,4,b,0,a,3,b,a,10,b,a,b,15,12,b,2
300,15,6,b,a,0,0,10,a,b,17,e,a,1,32,k,14,f,1,0,a,2,b,1,b,a,10,f,a,b,5,9,a,1
301,10,6,a,a,0,0,15,a,b,11,d,f,1,32,k,9,i,3,0,a,0,b,1,b,a,2,f,a,b,15,0,a,1
302,5,10,b,a,0,0,1,d,b,7,d,f,1,41,n,14,f,1,0,a,5,b,3,b,a,2,h,a,b,5,12,b,7
303,0,6,b,a,0,0,15,a,b,13,c,f,1,39,b,8,a,1,0,b,4,a,1,b,a,2,b,a,b,5,9,a,1
304,17,6,a,b,0,5,1,e,b,4,c,f,1,91,a,10,a,1,10,b,5,b,1,b,b,16,j,a,c,15,15,b,9
305,20,10,a,a,0,2,12,e,b,15,d,f,0,95,p,22,i,0,2,b,4,b,3,b,a,13,f,a,b,5,18,b,1
306,18,10,a,a,0,4,12,e,b,17,d,f,1,53,k,11,i,1,1,a,6,a,1,b,a,2,f,a,b,15,9,b,10
307,7,6,c,b,0,5,11,e,b,7,d,f,1,77,r,9,i,1,3,b,1,a,1,b,b,12,h,a,b,5,15,b,1
308,22,10,b,a,0,0,12,a,b,0,d,f,1,0,k,16,f,1,0,a,0,b,1,b,a,0,g,h,b,5,18,a,5
309,10,10,a,a,0,6,2,a,b,18,a,h,1,83,a,11,b,1,9,a,1,a,1,b,a,16,b,a,b,5,6,a,2
310,18,0,a,a,0,2,6,e,b,7,d,e,1,73,r,6,i,2,10,a,5,a,1,a,a,16,f,a,b,15,12,b,4
311,5,0,a,a,0,3,3,d,b,0,c,f,1,87,b,5,a,1,2,a,5,a,2,b,a,17,b,a,b,15,18,b,3
312,6,10,a,a,0,4,3,d,b,8,c,f,0,47,b,7,a,0,4,b,5,a,1,b,a,15,b,a,b,10,18,b,2
313,11,1,b,a,0,0,2,c,b,13,c,f,1,51,b,10,a,3,0,b,5,a,1,b,a,6,b,g,b,5,18,b,4
314,17,1,a,a,0,3,12,a,b,20,c,f,1,76,a,10,b,4,2,b,2,a,1,b,a,5,b,a,b,5,15,a,5
315,9,6,c,a,1,2,10,e,b,10,c,f,2,57,i,15,c,2,0,a,3,a,1,b,a,15,j,a,b,5,18,b,4
316,14,1,b,a,0,3,8,c,b,4,d,a,0,58,n,14,f,0,0,b,2,a,1,b,a,3,f,a,b,10,18,b,4
317,6,6,c,a,0,4,5,e,b,21,a,a,1,61,b,7,a,1,3,b,3,a,1,b,a,12,b,a,b,15,9,b,3
318,17,6,a,a,0,1,2,d,a,16,c,b,2,52,i,7,a,2,2,a,2,a,2,b,a,3,j,a,b,10,12,b,5
319,11,6,a,a,0,2,5,e,b,1,d,b,0,99,j,9,i,0,1,a,5,a,1,b,a,15,f,a,d,5,3,b,5
320,0,6,b,a,0,0,16,a,b,8,d,f,1,41,r,6,f,3,0,a,2,a,1,b,a,7,h,a,b,15,18,a,1
321,1,5,b,a,0,0,8,a,b,3,d,f,0,75,r,9,f,2,0,b,4,a,1,a,a,10,f,a,d,10,18,a,1
322,3,1,a,a,0,3,1,e,d,23,d,b,0,55,n,12,i,1,11,a,2,b,3,b,a,13,h,f,b,10,18,b,1
323,17,5,a,a,0,0,4,a,b,13,d,a,1,57,j,8,g,1,5,a,6,a,1,d,a,6,f,a,b,10,9,a,2
324,19,6,a,a,0,5,14,c,b,0,d,f,2,72,r,12,i,2,0,a,6,b,1,b,a,12,f,a,b,5,3,b,1
325,15,10,a,b,0,0,2,c,b,24,c,f,1,98,i,8,b,1,4,a,3,b,1,b,b,11,j,a,b,0,18,b,1
326,5,6,a,a,0,0,17,e,b,17,d,a,1,13,p,9,g,0,2,a,6,a,3,b,a,9,f,a,b,10,9,b,1
327,17,10,b,a,0,6,9,e,b,1,d,h,4,24,q,12,f,6,0,a,4,a,1,b,a,10,f,a,b,10,6,b,1
328,18,10,a,a,0,1,14,e,b,20,c,f,1,29,i,7,a,2,0,a,2,a,1,b,a,2,j,a,b,0,9,b,5
329,20,0,b,a,0,3,11,d,b,11,c,f,1,50,d,31,f,2,0,a,3,a,1,b,a,3,j,a,b,15,18,b,1
330,18,10,a,a,0,3,6,e,b,12,d,a,2,84,m,7,i,2,4,a,5,b,2,b,a,15,f,a,b,5,9,b,12
331,1,6,b,b,0,1,10,e,b,0,e,f,1,76,r,16,f,2,3,a,2,b,1,b,b,4,f,a,b,10,0,b,2
332,13,1,a,a,0,0,16,c,b,21,c,f,3,71,b,7,a,3,9,a,6,a,1,b,a,11,a,a,b,15,3,a,4
333,16,10,a,a,0,6,6,c,b,15,d,a,1,77,k,8,i,1,11,a,5,b,1,b,a,19,f,d,b,15,18,b,3
334,5,6,a,b,0,0,10,e,b,9,e,b,1,89,k,11,i,1,3,a,6,a,1,b,b,17,h,a,b,0,9,b,2
335,3,0,a,a,0,2,6,e,b,17,d,a,2,88,k,9,h,2,2,a,2,b,3,b,a,8,h,a,b,5,12,b,4
336,19,5,b,a,0,1,12,a,b,1,c,g,1,42,a,17,c,2,0,a,4,b,1,b,a,2,j,a,b,5,18,a,1
337,19,6,b,a,0,4,9,c,b,16,c,f,1,35,i,14,c,1,0,a,5,a,1,b,a,3,j,a,b,10,12,a,4
338,14,10,a,a,0,3,5,e,b,17,c,a,3,94,b,8,a,3,4,b,6,b,3,b,a,11,b,a,d,15,0,b,11
339,17,6,a,a,0,2,9,e,b,13,c,f,1,43,a,17,c,3,0,a,5,b,1,c,a,4,j,a,b,10,15,b,2
340,17,10,a,a,0,3,18,a,b,17,c,f,0,50,e,10,a,0,1,b,5,a,2,b,a,10,b,a,b,5,18,a,11
341,7,1,a,a,0,3,4,e,b,15,c,a,1,60,i,8,a,1,3,a,5,a,3,b,a,12,b,a,d,5,15,b,6
342,6,1,a,b,0,4,3,e,b,1,a,a,1,61,c,24,f,1,5,a,6,a,1,d,b,10,j,a,b,5,3,b,2
343,8,1,b,a,0,2,5,a,b,18,c,a,1,31,b,7,a,2,0,b,4,b,1,b,a,3,b,a,b,15,18,a,1
344,2,1,a,b,0,1,10,e,b,15,c,f,1,68,i,17,c,2,2,b,6,a,1,b,b,10,j,a,b,5,18,b,2
345,19,1,a,a,0,2,11,e,b,15,c,c,1,36,i,15,f,1,2,a,3,a,1,b,a,4,b,a,b,10,12,b,4
346,17,5,a,b,0,1,16,e,b,0,d,a,0,99,j,8,g,0,5,b,1,a,1,b,b,15,h,a,b,15,12,b,5
347,6,10,a,a,0,4,6,a,b,1,c,a,1,65,a,9,a,5,4,a,0,a,1,b,a,11,b,a,b,5,3,a,4
348,16,6,b,a,0,1,5,a,b,1,d,f,1,80,k,7,f,3,0,b,2,a,3,b,a,2,h,a,b,10,6,a,2
349,6,10,a,a,0,4,14,a,b,20,c,f,1,66,i,12,f,1,4,b,6,a,3,b,a,7,a,a,d,10,3,a,1
350,14,6,a,b,0,5,2,e,b,19,c,f,1,77,i,8,a,1,10,b,5,a,0,b,b,13,j,a,b,5,12,b,4
351,1,0,c,b,0,0,14,d,b,17,d,e,1,85,k,7,i,1,1,b,0,a,2,b,b,15,f,a,b,15,3,b,4
352,12,5,a,a,0,1,6,e,b,2,d,a,1,52,m,8,i,1,1,a,4,b,1,d,a,7,h,a,b,0,15,b,1
353,14,1,c,a,0,1,14,e,d,0,c,f,1,54,b,12,c,1,0,a,1,a,1,b,a,9,b,a,b,5,0,b,7
354,18,10,a,a,0,2,4,d,b,12,c,b,2,44,i,7,a,2,11,a,3,b,1,b,a,17,d,c,b,5,15,b,1
355,18,1,b,a,0,0,11,e,b,5,d,f,0,25,k,18,f,2,0,a,5,a,2,b,a,4,f,a,b,0,12,b,1
356,7,10,c,a,0,5,14,e,b,11,d,a,1,86,q,10,i,3,0,b,6,a,2,b,a,10,f,e,b,10,18,b,5
357,16,10,a,a,0,0,14,a,a,16,c,f,1,7,b,6,a,3,1,a,5,a,1,b,a,1,b,a,b,15,15,a,1
358,15,1,a,a,0,1,7,a,b,17,d,h,1,72,n,12,g,3,0,b,4,b,1,b,a,7,h,a,b,5,12,a,4
359,17,1,b,a,0,3,13,a,b,5,c,f,0,71,i,9,a,0,0,a,3,b,1,b,a,11,a,a,b,5,0,a,1
360,16,10,a,a,0,1,4,e,b,16,c,b,1,52,e,7,a,1,2,b,2,b,1,b,a,11,b,a,b,10,0,b,8
361,21,1,a,a,0,1,12,e,b,12,c,f,1,55,i,21,c,1,0,a,5,b,2,b,a,10,j,a,b,10,0,b,5
362,22,5,a,b,1,3,10,e,b,16,d,c,1,58,r,11,i,3,2,b,5,a,1,b,b,11,h,a,b,15,18,b,1
363,18,6,d,a,0,3,0,c,b,21,c,b,1,42,i,22,a,0,3,a,6,a,3,d,a,9,b,a,b,10,18,b,2
364,22,1,b,a,0,1,15,a,b,17,d,f,0,42,k,14,f,0,0,b,6,a,2,b,a,2,f,a,b,10,15,a,8
365,23,6,b,a,0,3,18,a,b,5,d,f,1,49,k,20,f,3,0,b,3,a,3,b,a,6,h,a,b,15,15,a,1
366,21,6,e,b,0,4,9,c,b,0,c,f,3,56,i,21,c,3,0,a,4,a,1,b,b,11,j,c,b,5,15,b,7
367,6,1,a,a,0,1,4,e,b,14,d,a,1,72,k,5,i,1,2,a,6,a,3,b,a,4,f,a,d,5,3,b,1
368,5,1,a,a,0,3,1,e,b,1,d,b,0,92,k,11,i,2,1,b,2,b,3,b,a,6,g,f,b,5,9,b,1
369,7,5,a,b,0,5,7,e,b,14,c,f,1,85,i,25,c,3,4,a,5,a,1,b,b,7,j,a,a,15,9,b,1
370,20,10,a,b,0,2,5,e,b,1,d,f,0,81,m,11,i,0,3,a,4,a,3,b,b,12,h,a,b,10,6,b,7
371,17,10,b,a,0,1,14,d,b,0,c,f,1,31,i,9,a,1,0,a,1,a,1,b,a,4,b,a,b,5,9,a,1
372,15,1,b,a,0,3,9,e,b,7,d,f,1,54,r,10,f,1,0,b,5,b,1,b,a,4,f,b,c,15,12,b,3
373,9,5,b,a,0,0,15,e,b,4,d,f,2,89,k,6,f,2,0,b,4,b,2,d,a,1,h,a,b,15,18,b,3
374,14,5,c,b,0,3,2,c,b,18,d,f,1,40,k,9,i,3,3,a,6,a,1,b,b,9,f,a,b,5,15,b,6
375,15,1,a,a,0,4,3,c,b,18,c,a,2,97,b,8,b,2,5,b,5,b,1,b,a,13,b,a,b,10,12,b,7
376,9,6,a,a,0,6,5,c,b,17,c,a,0,74,b,7,a,0,4,b,5,a,2,b,a,11,b,a,a,10,15,a,4
377,3,10,a,a,0,2,3,a,b,7,f,f,1,45,k,6,i,1,1,a,3,a,3,b,a,6,f,a,b,15,6,a,1
378,10,6,a,b,0,0,15,a,b,18,d,f,1,79,n,9,i,3,3,a,2,a,1,b,b,12,h,a,b,10,18,a,13
379,16,10,a,a,0,1,8,e,b,13,d,h,1,29,r,11,g,3,0,b,3,b,1,b,a,10,h,a,b,10,18,a,1
380,14,6,a,a,0,2,7,e,b,15,c,f,2,53,b,16,f,2,10,a,6,a,1,b,a,12,b,a,b,10,12,b,5
381,20,10,a,a,0,6,8,c,b,17,d,h,2,6,k,17,g,3,6,a,4,b,1,b,a,10,f,a,b,10,6,b,20
382,16,0,c,a,0,5,1,e,b,4,c,d,1,89,b,17,a,1,0,a,0,a,1,b,a,10,j,a,b,5,18,b,4
383,19,10,a,a,0,3,8,e,b,19,c,f,1,94,i,11,c,1,0,b,5,a,1,b,a,6,j,a,b,15,9,b,7
384,6,6,a,a,0,4,7,e,b,8,d,f,2,99,m,10,i,2,5,b,4,a,1,b,a,14,f,a,b,10,18,b,7
385,18,6,a,a,0,3,8,a,b,10,c,f,1,75,d,9,c,3,4,a,2,b,1,b,a,5,b,a,b,0,6,a,4
386,4,1,a,a,0,2,15,a,a,20,c,f,1,41,g,6,b,1,1,b,0,a,1,b,a,4,b,a,b,15,18,a,5
387,17,1,a,a,0,2,8,a,b,6,c,a,1,53,a,10,f,3,1,b,5,a,1,b,a,8,e,a,b,0,15,a,4
388,7,1,a,a,1,5,7,a,d,2,e,f,1,20,k,22,i,2,5,a,6,b,1,b,a,7,f,a,b,10,6,a,1
389,15,5,b,a,1,4,11,e,b,3,c,h,2,79,e,7,c,2,0,b,5,a,1,b,a,4,j,a,b,15,0,b,1
390,7,1,a,a,1,1,7,e,b,16,d,f,2,39,k,16,i,2,5,b,2,b,1,b,a,12,k,a,b,15,18,b,1
391,8,0,a,a,0,5,4,e,b,9,d,a,1,41,k,5,i,1,0,b,1,a,3,b,a,3,f,a,b,5,18,b,1
392,14,10,b,a,0,4,14,e,b,11,c,b,1,72,i,16,b,1,0,b,2,b,1,b,a,4,b,a,b,15,9,a,4
393,16,5,c,a,0,0,7,e,b,24,c,f,3,75,i,12,c,5,0,b,5,b,1,b,a,10,b,a,b,15,9,b,1
394,14,0,a,a,0,4,5,e,b,19,c,a,1,38,b,9,a,3,2,b,1,a,3,b,a,9,b,b,b,15,3,b,16
395,3,6,a,a,0,2,18,a,b,17,d,a,2,22,k,8,g,2,2,b,6,a,1,b,a,8,f,a,d,5,12,a,4
396,18,10,b,a,0,1,1,e,b,24,c,b,0,57,b,15,a,1,1,b,4,a,2,b,a,4,b,a,b,5,3,b,2
397,2,10,b,a,0,1,14,a,b,17,c,f,1,29,b,6,a,1,0,a,0,a,1,b,a,6,b,a,b,5,12,a,1
398,12,5,b,a,0,3,1,e,b,21,b,b,1,44,c,16,a,3,5,b,2,a,2,b,a,4,b,f,b,15,0,b,2
399,7,0,a,b,0,2,2,a,b,1,a,f,1,61,b,17,b,2,5,a,5,a,1,b,a,12,b,a,b,5,18,a,3
400,16,1,a,a,0,3,3,c,b,24,d,a,1,90,k,9,g,3,3,b,5,b,1,b,a,5,h,a,b,10,9,b,5
401,4,10,a,b,0,3,5,e,b,18,d,a,1,84,l,11,g,2,3,a,2,b,3,d,b,15,f,a,b,15,12,b,1
402,16,10,e,a,0,4,9,a,b,0,c,f,2,29,b,12,f,2,0,b,2,a,1,d,a,2,j,a,b,15,15,a,1
403,17,10,a,a,0,3,8,e,b,8,d,a,1,98,k,10,g,1,11,b,2,b,1,b,a,21,g,a,b,10,12,b,9
404,2,5,c,a,0,1,5,e,b,15,c,f,1,55,i,6,a,4,0,b,3,a,1,b,a,5,b,a,b,15,18,b,7
